ID,Drug1,Drug2,cell_line,Bliss,classification
184560,ABIRATERONE,MERCAPTOPURINE,HL-60(TB),6.1,synergy
184561,ABIRATERONE,MERCAPTOPURINE,HCT116,-5.75,antagonism
184562,ABIRATERONE,MERCAPTOPURINE,SN12C,-18.14,antagonism
184563,ABIRATERONE,MERCAPTOPURINE,CAKI-1,-24.97,antagonism
184564,ABIRATERONE,MERCAPTOPURINE,UO-31,12.64,synergy
184565,ABIRATERONE,MERCAPTOPURINE,OVCAR-5,-10.47,antagonism
184566,ABIRATERONE,MERCAPTOPURINE,SK-MEL-5,-7.42,antagonism
184567,ABIRATERONE,MERCAPTOPURINE,RXF 393,-16.74,antagonism
184568,ABIRATERONE,MERCAPTOPURINE,PC-3,-7.04,antagonism
184569,ABIRATERONE,MERCAPTOPURINE,MDA-MB-231,-31.87,antagonism
184570,ABIRATERONE,MERCAPTOPURINE,HS 578T,-22.97,antagonism
184571,ABIRATERONE,MERCAPTOPURINE,OVCAR3,-26.79,antagonism
184572,ABIRATERONE,MERCAPTOPURINE,SW-620,-9.37,antagonism
184573,ABIRATERONE,MERCAPTOPURINE,SR,-47.66,antagonism
184574,ABIRATERONE,MERCAPTOPURINE,UACC-257,-13.08,antagonism
184575,ABIRATERONE,MERCAPTOPURINE,U251,-13.58,antagonism
184576,ABIRATERONE,MERCAPTOPURINE,SK-OV-3,-21.39,antagonism
184577,ABIRATERONE,MERCAPTOPURINE,SF-539,-15.16,antagonism
184578,ABIRATERONE,MERCAPTOPURINE,SNB-75,-19.18,antagonism
184579,ABIRATERONE,MERCAPTOPURINE,SNB-19,-5.52,antagonism
184580,ABIRATERONE,MERCAPTOPURINE,MDA-MB-435,-21.77,antagonism
184581,ABIRATERONE,MERCAPTOPURINE,M14,-20.06,antagonism
184582,ABIRATERONE,MERCAPTOPURINE,UACC62,-20.43,antagonism
184583,ABIRATERONE,MERCAPTOPURINE,NCI-H522,-14.12,antagonism
184584,ABIRATERONE,MERCAPTOPURINE,T-47D,-5.5,antagonism
184585,ABIRATERONE,MERCAPTOPURINE,MDA-MB-468,-19.73,antagonism
184586,ABIRATERONE,MERCAPTOPURINE,BT-549,-16.77,antagonism
184587,ABIRATERONE,MERCAPTOPURINE,TK-10,-30.38,antagonism
184588,LENALIDOMIDE,MERCAPTOPURINE,SK-MEL-28,-4.7,antagonism
184589,LENALIDOMIDE,MERCAPTOPURINE,OVCAR3,-23.79,antagonism
184590,LENALIDOMIDE,MERCAPTOPURINE,MDA-MB-231,-27.18,antagonism
184591,LENALIDOMIDE,MERCAPTOPURINE,HS 578T,-18.74,antagonism
184592,LENALIDOMIDE,MERCAPTOPURINE,RXF 393,-17.19,antagonism
184593,LENALIDOMIDE,MERCAPTOPURINE,PC-3,-3.8,antagonism
184594,LENALIDOMIDE,MERCAPTOPURINE,OVCAR-5,-8,antagonism
184595,LENALIDOMIDE,MERCAPTOPURINE,CAKI-1,-20.12,antagonism
184596,LENALIDOMIDE,MERCAPTOPURINE,UO-31,10.61,synergy
184597,LENALIDOMIDE,MERCAPTOPURINE,SN12C,-11.51,antagonism
184598,LENALIDOMIDE,MERCAPTOPURINE,SK-MEL-2,4.88,synergy
184599,LENALIDOMIDE,MERCAPTOPURINE,BT-549,-16.27,antagonism
184600,LENALIDOMIDE,MERCAPTOPURINE,TK-10,-26.47,antagonism
184601,LENALIDOMIDE,MERCAPTOPURINE,T-47D,-3.44,antagonism
184602,LENALIDOMIDE,MERCAPTOPURINE,MDA-MB-468,-10.77,antagonism
184603,LENALIDOMIDE,MERCAPTOPURINE,UACC62,-7.46,antagonism
184604,LENALIDOMIDE,MERCAPTOPURINE,NCI-H522,-4.7,antagonism
184605,LENALIDOMIDE,MERCAPTOPURINE,MDA-MB-435,-16.74,antagonism
184606,LENALIDOMIDE,MERCAPTOPURINE,M14,-11.45,antagonism
184607,LENALIDOMIDE,MERCAPTOPURINE,SNB-75,-17.15,antagonism
184608,LENALIDOMIDE,MERCAPTOPURINE,SK-OV-3,-19.1,antagonism
184609,LENALIDOMIDE,MERCAPTOPURINE,SF-539,-23.86,antagonism
184610,LENALIDOMIDE,MERCAPTOPURINE,U251,-8.63,antagonism
184611,LENALIDOMIDE,MERCAPTOPURINE,SW-620,-7.67,antagonism
184612,LENALIDOMIDE,MERCAPTOPURINE,SR,-28.1,antagonism
184613,LENALIDOMIDE,MERCAPTOPURINE,OVCAR-4,-4.85,antagonism
184614,LENALIDOMIDE,MERCAPTOPURINE,NCI-H460,4.85,synergy
184615,LENALIDOMIDE,MERCAPTOPURINE,NCI-H322M,-14.66,antagonism
184616,LENALIDOMIDE,MERCAPTOPURINE,NCI-H226,-17.66,antagonism
184617,LENALIDOMIDE,MERCAPTOPURINE,SF-295,-5.13,antagonism
184618,LENALIDOMIDE,MERCAPTOPURINE,SF-268,-16.25,antagonism
184619,LENALIDOMIDE,MERCAPTOPURINE,RPMI-8226,-17.91,antagonism
184620,LENALIDOMIDE,MERCAPTOPURINE,OVCAR-8,-19.24,antagonism
184621,LENALIDOMIDE,MERCAPTOPURINE,MALME-3M,-11.21,antagonism
184622,LENALIDOMIDE,MERCAPTOPURINE,NCIH23,-9.78,antagonism
184623,LENALIDOMIDE,MERCAPTOPURINE,NCI\\/ADR-RES,-18.7,antagonism
184624,LENALIDOMIDE,MERCAPTOPURINE,MOLT-4,-12.52,antagonism
184625,LENALIDOMIDE,MERCAPTOPURINE,HCT116,-5.67,antagonism
184626,LENALIDOMIDE,MERCAPTOPURINE,HCC-2998,-13.07,antagonism
184627,LENALIDOMIDE,MERCAPTOPURINE,IGROV1,5.09,synergy
184628,LENALIDOMIDE,MERCAPTOPURINE,HOP-92,-23.13,antagonism
184629,LENALIDOMIDE,MERCAPTOPURINE,HOP-62,-18.92,antagonism
184630,LENALIDOMIDE,MERCAPTOPURINE,A549,-5.58,antagonism
184631,LENALIDOMIDE,MERCAPTOPURINE,786-0,-26.14,antagonism
184632,LENALIDOMIDE,MERCAPTOPURINE,EKVX,11.32,synergy
184633,LENALIDOMIDE,MERCAPTOPURINE,DU-145,-3.46,antagonism
184634,LENALIDOMIDE,MERCAPTOPURINE,COLO 205,-6.6,antagonism
184635,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,SW-620,-10.51,antagonism
184636,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,SR,-42.53,antagonism
184637,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,UACC-257,-10.38,antagonism
184638,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,U251,-13.45,antagonism
184639,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,SK-OV-3,-20.85,antagonism
184640,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,SF-539,-19.7,antagonism
184641,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,SNB-75,-19.52,antagonism
184642,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,SNB-19,-5.35,antagonism
184643,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,MDA-MB-435,-24.79,antagonism
184644,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,M14,-16.66,antagonism
184645,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,UACC62,-21.36,antagonism
184646,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,NCI-H522,-14.28,antagonism
184647,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,MDA-MB-468,-25.5,antagonism
184648,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,BT-549,-18.32,antagonism
184649,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,TK-10,-31.57,antagonism
184650,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,SN12C,-15.93,antagonism
184651,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,SK-MEL-2,-4.18,antagonism
184652,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,CAKI-1,-28.94,antagonism
184653,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,UO-31,6.87,synergy
184654,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,OVCAR-5,-11.77,antagonism
184655,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,SK-MEL-5,-6.72,antagonism
184656,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,RXF 393,-11.2,antagonism
184657,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,PC-3,-9.04,antagonism
184658,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,MDA-MB-231,-35.11,antagonism
184659,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,HS 578T,-20.87,antagonism
184660,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,SK-MEL-28,-6.4,antagonism
184661,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,OVCAR3,-31.22,antagonism
184662,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,COLO 205,-8.75,antagonism
184663,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,CCRF-CEM,-10.37,antagonism
184664,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,DU-145,-16.45,antagonism
184665,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,786-0,-29.44,antagonism
184666,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,ACHN,-7.51,antagonism
184667,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,A549,-10.13,antagonism
184668,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,HOP-92,-27.76,antagonism
184669,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,HOP-62,-17.29,antagonism
184670,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,HT29,-13.64,antagonism
184671,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,HCT-15,-9.5,antagonism
184672,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,HCC-2998,-20.42,antagonism
184673,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,HL-60(TB),-11.47,antagonism
184674,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,HCT116,-7.35,antagonism
184675,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,MOLT-4,-6.83,antagonism
184676,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,MCF7,-7.41,antagonism
184677,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,NCIH23,-8.82,antagonism
184678,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,NCI\\/ADR-RES,-13.98,antagonism
184679,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,KM12,-17.38,antagonism
184680,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,K-562,-11.15,antagonism
184681,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,MALME-3M,-11.83,antagonism
184682,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,LOX IMVI,-6.13,antagonism
184683,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,OVCAR-8,-25.08,antagonism
184684,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,SF-295,-5.25,antagonism
184685,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,SF-268,-23.51,antagonism
184686,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,NCI-H322M,-22.82,antagonism
184687,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,NCI-H226,-16.49,antagonism
184688,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,OVCAR-4,-14.8,antagonism
184689,PAZOPANIB HYDROCHLORIDE,MERCAPTOPURINE,NCI-H460,-8.11,antagonism
184690,EXEMESTANE,THALIDOMIDE,KM12,9.78,synergy
184691,EXEMESTANE,THALIDOMIDE,MCF7,4,synergy
184692,EXEMESTANE,THALIDOMIDE,MOLT-4,-6.56,antagonism
184693,EXEMESTANE,THALIDOMIDE,NCI-H322M,-9.48,antagonism
184694,EXEMESTANE,THALIDOMIDE,SF-295,-7.62,antagonism
184695,EXEMESTANE,THALIDOMIDE,COLO 205,3.54,synergy
184696,EXEMESTANE,THALIDOMIDE,HCT116,-9.43,antagonism
184697,EXEMESTANE,THALIDOMIDE,HL-60(TB),9.43,synergy
184698,EXEMESTANE,THALIDOMIDE,HT29,-5.14,antagonism
184699,EXEMESTANE,THALIDOMIDE,OVCAR-5,4.08,synergy
184700,EXEMESTANE,THALIDOMIDE,UO-31,5,synergy
184701,EXEMESTANE,THALIDOMIDE,SN12C,15.73,synergy
184702,EXEMESTANE,THALIDOMIDE,OVCAR3,3.13,synergy
184703,EXEMESTANE,THALIDOMIDE,HS 578T,3.14,synergy
184704,EXEMESTANE,THALIDOMIDE,SNB-19,6.71,synergy
184705,EXEMESTANE,THALIDOMIDE,T-47D,3.16,synergy
184706,EXEMESTANE,THALIDOMIDE,MDA-MB-435,-4.04,antagonism
184707,GEFITINIB,THALIDOMIDE,U251,4.73,synergy
184708,GEFITINIB,THALIDOMIDE,SF-539,4.5,synergy
184709,GEFITINIB,THALIDOMIDE,NCI-H522,3.41,synergy
184710,GEFITINIB,THALIDOMIDE,MDA-MB-435,-3.55,antagonism
184711,GEFITINIB,THALIDOMIDE,MDA-MB-468,-4.3,antagonism
184712,GEFITINIB,THALIDOMIDE,CAKI-1,-3.4,antagonism
184713,GEFITINIB,THALIDOMIDE,SN12C,18.67,synergy
184714,GEFITINIB,THALIDOMIDE,OVCAR-5,6.25,synergy
184715,GEFITINIB,THALIDOMIDE,OVCAR3,5.22,synergy
184716,GEFITINIB,THALIDOMIDE,SK-MEL-28,7,synergy
184717,GEFITINIB,THALIDOMIDE,HS 578T,3.57,synergy
184718,GEFITINIB,THALIDOMIDE,DU-145,-3.12,antagonism
184719,GEFITINIB,THALIDOMIDE,COLO 205,-3.61,antagonism
184720,GEFITINIB,THALIDOMIDE,IGROV1,8.46,synergy
184721,GEFITINIB,THALIDOMIDE,HOP-92,-3.05,antagonism
184722,GEFITINIB,THALIDOMIDE,HCT116,-9.75,antagonism
184723,GEFITINIB,THALIDOMIDE,HL-60(TB),3.1,synergy
184724,GEFITINIB,THALIDOMIDE,HCC-2998,4.15,synergy
184725,GEFITINIB,THALIDOMIDE,MCF7,4.12,synergy
184726,GEFITINIB,THALIDOMIDE,LOX IMVI,3.75,synergy
184727,GEFITINIB,THALIDOMIDE,SF-268,5.62,synergy
184728,GEFITINIB,THALIDOMIDE,SF-295,-3.32,antagonism
184729,GEFITINIB,THALIDOMIDE,OVCAR-4,4.83,synergy
184730,GEFITINIB,THALIDOMIDE,NCI-H322M,7.66,synergy
184731,MITOXANTRONE,TAMOXIFEN CITRATE,ACHN,9.07,synergy
184732,MITOXANTRONE,TAMOXIFEN CITRATE,786-0,8.52,synergy
184733,MITOXANTRONE,TAMOXIFEN CITRATE,A498,8.36,synergy
184734,MITOXANTRONE,TAMOXIFEN CITRATE,DU-145,12.37,synergy
184735,MITOXANTRONE,TAMOXIFEN CITRATE,CCRF-CEM,4.22,synergy
184736,MITOXANTRONE,TAMOXIFEN CITRATE,COLO 205,17.26,synergy
184737,MITOXANTRONE,TAMOXIFEN CITRATE,HCT116,7.11,synergy
184738,MITOXANTRONE,TAMOXIFEN CITRATE,HCC-2998,5.31,synergy
184739,MITOXANTRONE,TAMOXIFEN CITRATE,HCT-15,11.59,synergy
184740,MITOXANTRONE,TAMOXIFEN CITRATE,HT29,16.88,synergy
184741,MITOXANTRONE,TAMOXIFEN CITRATE,IGROV1,7.66,synergy
184742,MITOXANTRONE,TAMOXIFEN CITRATE,HOP-62,11.78,synergy
184743,MITOXANTRONE,TAMOXIFEN CITRATE,HOP-92,7.1,synergy
184744,MITOXANTRONE,TAMOXIFEN CITRATE,LOX IMVI,-7.46,antagonism
184745,MITOXANTRONE,TAMOXIFEN CITRATE,MALME-3M,11.75,synergy
184746,MITOXANTRONE,TAMOXIFEN CITRATE,K-562,10.11,synergy
184747,MITOXANTRONE,TAMOXIFEN CITRATE,NCIH23,6.68,synergy
184748,MITOXANTRONE,TAMOXIFEN CITRATE,MCF7,7.92,synergy
184749,MITOXANTRONE,TAMOXIFEN CITRATE,NCI-H460,4.15,synergy
184750,MITOXANTRONE,TAMOXIFEN CITRATE,OVCAR-4,5.61,synergy
184751,MITOXANTRONE,TAMOXIFEN CITRATE,NCI-H322M,4.15,synergy
184752,MITOXANTRONE,TAMOXIFEN CITRATE,SF-268,12.59,synergy
184753,MITOXANTRONE,TAMOXIFEN CITRATE,SF-295,6.78,synergy
184754,MITOXANTRONE,TAMOXIFEN CITRATE,OVCAR-8,10.55,synergy
184755,MITOXANTRONE,TAMOXIFEN CITRATE,RPMI-8226,7.99,synergy
184756,MITOXANTRONE,TAMOXIFEN CITRATE,SNB-19,4.6,synergy
184757,MITOXANTRONE,TAMOXIFEN CITRATE,SNB-75,7.9,synergy
184758,MITOXANTRONE,TAMOXIFEN CITRATE,SF-539,5.42,synergy
184759,MITOXANTRONE,TAMOXIFEN CITRATE,SK-OV-3,8.61,synergy
184760,MITOXANTRONE,TAMOXIFEN CITRATE,U251,7.38,synergy
184761,MITOXANTRONE,TAMOXIFEN CITRATE,UACC-257,6.35,synergy
184762,MITOXANTRONE,TAMOXIFEN CITRATE,SW-620,10.34,synergy
184763,MITOXANTRONE,TAMOXIFEN CITRATE,TK-10,5.61,synergy
184764,MITOXANTRONE,TAMOXIFEN CITRATE,BT-549,8.5,synergy
184765,MITOXANTRONE,TAMOXIFEN CITRATE,MDA-MB-468,12.73,synergy
184766,MITOXANTRONE,TAMOXIFEN CITRATE,T-47D,3.94,synergy
184767,MITOXANTRONE,TAMOXIFEN CITRATE,UACC62,3.79,synergy
184768,MITOXANTRONE,TAMOXIFEN CITRATE,M14,10.29,synergy
184769,MITOXANTRONE,TAMOXIFEN CITRATE,MDA-MB-435,8.91,synergy
184770,MITOXANTRONE,TAMOXIFEN CITRATE,SK-MEL-5,7.24,synergy
184771,MITOXANTRONE,TAMOXIFEN CITRATE,OVCAR-5,7.6,synergy
184772,MITOXANTRONE,TAMOXIFEN CITRATE,CAKI-1,7.08,synergy
184773,MITOXANTRONE,TAMOXIFEN CITRATE,SK-MEL-2,10.67,synergy
184774,MITOXANTRONE,TAMOXIFEN CITRATE,SN12C,-5.55,antagonism
184775,MITOXANTRONE,TAMOXIFEN CITRATE,OVCAR3,6.57,synergy
184776,MITOXANTRONE,TAMOXIFEN CITRATE,SK-MEL-28,12.41,synergy
184777,MITOXANTRONE,TAMOXIFEN CITRATE,MDA-MB-231,4.64,synergy
184778,AXITINIB,NSC141540,SK-MEL-2,5.76,synergy
184779,AXITINIB,NSC141540,SN12C,7.36,synergy
184780,AXITINIB,NSC141540,CAKI-1,3.59,synergy
184781,AXITINIB,NSC141540,SK-MEL-5,3.77,synergy
184782,AXITINIB,NSC141540,PC-3,-4.52,antagonism
184783,AXITINIB,NSC141540,HS 578T,6.18,synergy
184784,AXITINIB,NSC141540,MDA-MB-231,9.99,synergy
184785,AXITINIB,NSC141540,SK-MEL-28,4.22,synergy
184786,AXITINIB,NSC141540,SR,-4.65,antagonism
184787,AXITINIB,NSC141540,SW-620,6.82,synergy
184788,AXITINIB,NSC141540,SNB-19,14.79,synergy
184789,AXITINIB,NSC141540,SNB-75,9.74,synergy
184790,AXITINIB,NSC141540,M14,3.45,synergy
184791,AXITINIB,NSC141540,MDA-MB-435,-3.53,antagonism
184792,AXITINIB,NSC141540,NCI-H522,6.65,synergy
184793,AXITINIB,NSC141540,UACC62,3.14,synergy
184794,AXITINIB,NSC141540,MDA-MB-468,9.35,synergy
184795,AXITINIB,NSC141540,T-47D,3.17,synergy
184796,AXITINIB,NSC141540,TK-10,5.07,synergy
184797,AXITINIB,NSC141540,MCF7,3.92,synergy
184798,AXITINIB,NSC141540,MOLT-4,4.58,synergy
184799,AXITINIB,NSC141540,KM12,3.06,synergy
184800,AXITINIB,NSC141540,LOX IMVI,6.42,synergy
184801,AXITINIB,NSC141540,MALME-3M,3.56,synergy
184802,AXITINIB,NSC141540,OVCAR-8,6.82,synergy
184803,AXITINIB,NSC141540,NCI-H226,-4.2,antagonism
184804,AXITINIB,NSC141540,NCI-H460,7.04,synergy
184805,AXITINIB,NSC141540,OVCAR-4,-4.29,antagonism
184806,AXITINIB,NSC141540,DU-145,4.31,synergy
184807,AXITINIB,NSC141540,EKVX,6.85,synergy
184808,AXITINIB,NSC141540,786-0,12.94,synergy
184809,AXITINIB,NSC141540,HT29,6.96,synergy
184810,AXITINIB,NSC141540,HCC-2998,5.7,synergy
184811,AXITINIB,NSC141540,HCT-15,4.23,synergy
184812,AXITINIB,NSC141540,HCT116,-6.51,antagonism
184813,AXITINIB,NSC141540,HL-60(TB),-5.04,antagonism
184814,VISMODEGIB,NSC141540,COLO 205,-4.48,antagonism
184815,VISMODEGIB,NSC141540,CCRF-CEM,-7.17,antagonism
184816,VISMODEGIB,NSC141540,EKVX,4.88,synergy
184817,VISMODEGIB,NSC141540,DU-145,4.86,synergy
184818,VISMODEGIB,NSC141540,786-0,11.15,synergy
184819,VISMODEGIB,NSC141540,A549,4.86,synergy
184820,VISMODEGIB,NSC141540,HOP-92,3.64,synergy
184821,VISMODEGIB,NSC141540,HOP-62,6.76,synergy
184822,VISMODEGIB,NSC141540,HT29,4.78,synergy
184823,VISMODEGIB,NSC141540,HCT-15,3.91,synergy
184824,VISMODEGIB,NSC141540,HL-60(TB),10,synergy
184825,VISMODEGIB,NSC141540,HCT116,-3.23,antagonism
184826,VISMODEGIB,NSC141540,MCF7,3.58,synergy
184827,VISMODEGIB,NSC141540,NCIH23,4.15,synergy
184828,VISMODEGIB,NSC141540,NCI\\/ADR-RES,-3.69,antagonism
184829,VISMODEGIB,NSC141540,MALME-3M,3.99,synergy
184830,VISMODEGIB,NSC141540,RPMI-8226,4.25,synergy
184831,VISMODEGIB,NSC141540,OVCAR-8,5.51,synergy
184832,VISMODEGIB,NSC141540,SF-268,8.51,synergy
184833,VISMODEGIB,NSC141540,OVCAR-4,-4.17,antagonism
184834,VISMODEGIB,NSC141540,NCI-H460,9.35,synergy
184835,VISMODEGIB,NSC141540,SW-620,11.25,synergy
184836,VISMODEGIB,NSC141540,UACC-257,3.38,synergy
184837,VISMODEGIB,NSC141540,SNB-75,10.44,synergy
184838,VISMODEGIB,NSC141540,SNB-19,11.51,synergy
184839,VISMODEGIB,NSC141540,MDA-MB-435,6.94,synergy
184840,VISMODEGIB,NSC141540,M14,7.61,synergy
184841,VISMODEGIB,NSC141540,UACC62,7.55,synergy
184842,VISMODEGIB,NSC141540,NCI-H522,4.81,synergy
184843,VISMODEGIB,NSC141540,T-47D,4.18,synergy
184844,VISMODEGIB,NSC141540,MDA-MB-468,8.7,synergy
184845,VISMODEGIB,NSC141540,BT-549,7,synergy
184846,VISMODEGIB,NSC141540,SN12C,9.09,synergy
184847,VISMODEGIB,NSC141540,SK-MEL-2,8.28,synergy
184848,VISMODEGIB,NSC141540,OVCAR-5,3.02,synergy
184849,VISMODEGIB,NSC141540,SK-MEL-5,5.08,synergy
184850,VISMODEGIB,NSC141540,MDA-MB-231,10.46,synergy
184851,VISMODEGIB,NSC141540,HS 578T,10.31,synergy
184852,VISMODEGIB,NSC141540,SK-MEL-28,4.36,synergy
184853,CRIZOTINIB,NSC141540,KM12,5.32,synergy
184854,CRIZOTINIB,NSC141540,LOX IMVI,4.04,synergy
184855,CRIZOTINIB,NSC141540,MALME-3M,4.42,synergy
184856,CRIZOTINIB,NSC141540,MCF7,3.81,synergy
184857,CRIZOTINIB,NSC141540,MOLT-4,3.38,synergy
184858,CRIZOTINIB,NSC141540,NCI-H460,7.4,synergy
184859,CRIZOTINIB,NSC141540,OVCAR-4,-6.25,antagonism
184860,CRIZOTINIB,NSC141540,OVCAR-8,5.91,synergy
184861,CRIZOTINIB,NSC141540,RPMI-8226,5.19,synergy
184862,CRIZOTINIB,NSC141540,SF-268,6.16,synergy
184863,CRIZOTINIB,NSC141540,786-0,14.39,synergy
184864,CRIZOTINIB,NSC141540,A549,3.57,synergy
184865,CRIZOTINIB,NSC141540,CCRF-CEM,-6.14,antagonism
184866,CRIZOTINIB,NSC141540,EKVX,5.63,synergy
184867,CRIZOTINIB,NSC141540,HCC-2998,4.43,synergy
184868,CRIZOTINIB,NSC141540,HCT-15,5.64,synergy
184869,CRIZOTINIB,NSC141540,HCT116,-4.94,antagonism
184870,CRIZOTINIB,NSC141540,HL-60(TB),5.81,synergy
184871,CRIZOTINIB,NSC141540,HOP-62,6.2,synergy
184872,CRIZOTINIB,NSC141540,HT29,4.31,synergy
184873,CRIZOTINIB,NSC141540,SK-MEL-5,5.1,synergy
184874,CRIZOTINIB,NSC141540,SK-MEL-2,7.68,synergy
184875,CRIZOTINIB,NSC141540,SN12C,7.71,synergy
184876,CRIZOTINIB,NSC141540,CAKI-1,3.74,synergy
184877,CRIZOTINIB,NSC141540,HS 578T,4.12,synergy
184878,CRIZOTINIB,NSC141540,MDA-MB-231,9.32,synergy
184879,CRIZOTINIB,NSC141540,OVCAR3,3.01,synergy
184880,CRIZOTINIB,NSC141540,SK-MEL-28,4.65,synergy
184881,CRIZOTINIB,NSC141540,SNB-19,11.76,synergy
184882,CRIZOTINIB,NSC141540,SNB-75,9.31,synergy
184883,CRIZOTINIB,NSC141540,SW-620,9.38,synergy
184884,CRIZOTINIB,NSC141540,UACC-257,3.38,synergy
184885,CRIZOTINIB,NSC141540,MDA-MB-468,9,synergy
184886,CRIZOTINIB,NSC141540,T-47D,3.91,synergy
184887,CRIZOTINIB,NSC141540,BT-549,6.76,synergy
184888,CRIZOTINIB,NSC141540,M14,6.78,synergy
184889,DEXRAZOXANE,LOMUSTINE,SW-620,-3.93,antagonism
184890,DEXRAZOXANE,LOMUSTINE,SR,6.66,synergy
184891,DEXRAZOXANE,LOMUSTINE,UACC-257,8.45,synergy
184892,DEXRAZOXANE,LOMUSTINE,U251,-3.62,antagonism
184893,DEXRAZOXANE,LOMUSTINE,SNB-19,3.29,synergy
184894,DEXRAZOXANE,LOMUSTINE,M14,7.36,synergy
184895,DEXRAZOXANE,LOMUSTINE,T-47D,4.27,synergy
184896,DEXRAZOXANE,LOMUSTINE,MDA-MB-468,7.72,synergy
184897,DEXRAZOXANE,LOMUSTINE,BT-549,4.75,synergy
184898,DEXRAZOXANE,LOMUSTINE,TK-10,5.81,synergy
184899,DEXRAZOXANE,LOMUSTINE,SN12C,7.55,synergy
184900,DEXRAZOXANE,LOMUSTINE,CAKI-1,-5.76,antagonism
184901,DEXRAZOXANE,LOMUSTINE,UO-31,-5.19,antagonism
184902,DEXRAZOXANE,LOMUSTINE,OVCAR-5,5.26,synergy
184903,DEXRAZOXANE,LOMUSTINE,SK-MEL-5,6.57,synergy
184904,DEXRAZOXANE,LOMUSTINE,RXF 393,4.78,synergy
184905,DEXRAZOXANE,LOMUSTINE,HS 578T,6.38,synergy
184906,DEXRAZOXANE,LOMUSTINE,OVCAR3,8.78,synergy
184907,DEXRAZOXANE,LOMUSTINE,COLO 205,4.64,synergy
184908,DEXRAZOXANE,LOMUSTINE,A498,3.19,synergy
184909,DEXRAZOXANE,LOMUSTINE,786-0,7.85,synergy
184910,DEXRAZOXANE,LOMUSTINE,ACHN,5.51,synergy
184911,DEXRAZOXANE,LOMUSTINE,A549,-3.44,antagonism
184912,DEXRAZOXANE,LOMUSTINE,HOP-92,-5.86,antagonism
184913,DEXRAZOXANE,LOMUSTINE,IGROV1,3.31,synergy
184914,DEXRAZOXANE,LOMUSTINE,HT29,-6.25,antagonism
